,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
0,DATE,SOURCE_ID,EXTERNAL_REFERENCE,RECORD_TYPE,DESCRIPTION,NET_CREDIT_AMOUNT,NET_DEBIT_AMOUNT,GROSS_AMOUNT,SELLER_AMOUNT,MP_FEE_AMOUNT,FINANCING_FEE_AMOUNT,SHIPPING_FEE_AMOUNT,TAXES_AMOUNT,COUPON_AMOUNT,INSTALLMENTS,PAYMENT_METHOD,TAX_DETAIL,TAX_AMOUNT_TELCO,TRANSACTION_APPROVAL_DATE,POS_ID,POS_NAME,EXTERNAL_POS_ID,STORE_ID,STORE_NAME,EXTERNAL_STORE_ID,CURRENCY,TAXES_DISAGGREGATED,SHIPPING_ID,SHIPMENT_MODE,ORDER_ID,PACK_ID,METADATA,EFFECTIVE_COUPON_AMOUNT,POI_ID,CARD_INITIAL_NUMBER,OPERATION_TAGS,ITEM_ID,POI_BANK_NAME,POI_WALLET_NAME,BUSINESS_UNIT,SUB_UNIT,BALANCE_AMOUNT,PAYOUT_BANK_ACCOUNT_NUMBER,PRODUCT_SKU,SALE_DETAIL
53,2024-01-10T14:11:36.000-03:00,68708755516,2000007140994314,release,payment,2212.75,0.00,2650.00,0.00,-437.25,0.00,0.00,0.00,0.00,1,master,,0.00,2023-12-13T15:16:37.000-03:00,,,,,,,BRL,"""[]""",42905021757,custom,2000007140994314,,"""{""official_store_id"":null}""",0.00,,524474,,MLB3428434259,,,Mercado Libre, ,60347.09,,,"""""""Bebedouro Industrial 100  - Ideal P Academia Escolas Igrejas"""""""
54,2024-01-10T16:06:35.000-03:00,68493471273,2000007137115184,release,payment,2212.75,0.00,2650.00,0.00,-437.25,0.00,0.00,0.00,0.00,1,pix,,0.00,2023-12-13T17:12:57.000-03:00,,,,,,,BRL,"""[]""",42903458228,custom,2000007137115184,,"""{""official_store_id"":null}""",0.00,,,pix,MLB3428434259,,,Mercado Libre, ,62559.84,,,"""""""Bebedouro Industrial 100  - Ideal P Academia Escolas Igrejas"""""""
55,2024-01-10T18:58:36.000-03:00,68603650419,2000007154508212,release,payment,1918.83,0.00,2298.00,0.00,-379.17,0.00,0.00,0.00,0.00,1,visa,,0.00,2023-12-14T20:59:37.000-03:00,,,,,,,BRL,"""[]""",42910886093,custom,2000007154508212,,"""{""official_store_id"":null}""",0.00,,498449,,MLB1346937656,,,Mercado Libre, ,64478.67,,,"""""""Bebedouro Refrigerador Industrial Inox 50 Litros C/ Filtro"""""""
56,2024-01-10T20:41:58.000-03:00,68542972281,2000007144753182,release,payment,2212.75,0.00,2650.00,0.00,-437.25,0.00,0.00,0.00,0.00,1,master,,0.00,2023-12-13T21:38:43.000-03:00,,,,,,,BRL,"""[]""",42906658357,custom,2000007144753182,,"""{""official_store_id"":null}""",0.00,,530599,,MLB3428434259,,,Mercado Libre, ,66691.42,,,"""""""Bebedouro Industrial 100  - Ideal P Academia Escolas Igrejas"""""""
57,2024-01-11T04:51:32.000-03:00,1029627242323,,release,asset_management,19.71,0.00,19.71,0.00,0.00,0.00,0.00,0.00,0.00,1,available_money,,0.00,2024-01-11T04:51:32.000-03:00,,,,,,,BRL,"""[]""",,,,,"""{}""",0.00,,,,,,,,,66711.13,,,
58,2024-01-11T06:57:28.000-03:00,68746864510,2000007147402010,release,payment,2246.15,0.00,2690.00,0.00,-443.85,0.00,0.00,0.00,0.00,1,master,,0.00,2023-12-14T07:59:17.000-03:00,,,,,,,BRL,"""[]""",42907776001,custom,2000007147402010,,"""{""official_store_id"":null}""",0.00,,556615,,MLB3491287977,,,Mercado Libre, ,68957.28,,,"""""""Bebedouro De Ãgua 100 Litros AÃ§o InoxidÃ¡vel Coluna 100l"""""""
59,2024-01-11T07:10:56.000-03:00,68747000034,2000007147455224,release,payment,2212.75,0.00,2650.00,0.00,-437.25,0.00,0.00,0.00,0.00,1,pix,,0.00,2023-12-14T08:13:06.000-03:00,,,,,,,BRL,"""[]""",42907797233,custom,2000007147455224,,"""{""official_store_id"":null}""",0.00,,,pix,MLB3428434259,,,Mercado Libre, ,71170.03,,,"""""""Bebedouro Industrial 100  - Ideal P Academia Escolas Igrejas"""""""
60,2024-01-11T08:49:52.000-03:00,68559922595,2000007148049592,release,payment,1918.83,0.00,2298.00,0.00,-379.17,0.00,0.00,0.00,0.00,1,pix,,0.00,2023-12-14T09:48:58.000-03:00,,,,,,,BRL,"""[]""",42908197696,custom,2000007148049592,,"""{""official_store_id"":null}""",0.00,,,pix,MLB1346937656,,,Mercado Libre, ,73088.86,,,"""""""Bebedouro Refrigerador Industrial Inox 50 Litros C/ Filtro"""""""
61,2024-01-11T11:21:23.000-03:00,68761417524,2000007149524554,release,payment,1918.83,0.00,2298.00,0.00,-379.17,0.00,0.00,0.00,0.00,1,master,,0.00,2023-12-14T12:22:11.000-03:00,,,,,,,BRL,"""[]""",42908725881,custom,2000007149524554,,"""{""official_store_id"":null}""",0.00,,550209,,MLB1346937656,,,Mercado Libre, ,75007.69,,,"""""""Bebedouro Refrigerador Industrial Inox 50 Litros C/ Filtro"""""""
62,2024-01-11T13:51:21.000-03:00,68771585994,2000007150962310,release,payment,2212.75,0.00,2650.00,0.00,-437.25,0.00,0.00,0.00,0.00,1,master,,0.00,2023-12-14T14:53:49.000-03:00,,,,,,,BRL,"""[]""",42909349005,custom,2000007150962310,,"""{""official_store_id"":null}""",0.00,,546997,,MLB3428434259,,,Mercado Libre, ,77220.44,,,"""""""Bebedouro Industrial 100  - Ideal P Academia Escolas Igrejas"""""""
63,2024-01-11T13:51:21.000-03:00,68771585994,2000007150962310,release,reserve_for_dispute,0.00,2212.75,-2212.75,0.00,0.00,0.00,0.00,0.00,0.00,10,master,,0.00,2024-01-11T13:51:21.000-03:00,,,,,,,BRL,"""[]""",42909349005,custom,2000007150962310,,"""{""official_store_id"":null}""",0,,546997,,MLB3428434259,,,Mercado Libre, ,75007.69,,,"""""""Bebedouro Industrial 100  - Ideal P Academia Escolas Igrejas"""""""
64,2024-01-11T14:48:33.000-03:00,68529064441,2000007142778850,release,payment,2212.75,0.00,2650.00,0.00,-437.25,0.00,0.00,0.00,0.00,1,master,,0.00,2023-12-13T18:27:41.000-03:00,,,,,,,BRL,"""[]""",42905926534,custom,2000007142778850,,"""{""official_store_id"":null}""",0.00,,535081,,MLB3428434259,,,Mercado Libre, ,77220.44,,,"""""""Bebedouro Industrial 100  - Ideal P Academia Escolas Igrejas"""""""
65,2024-01-11T15:36:37.000-03:00,68583287779,2000007151635170,release,payment,1918.83,0.00,2298.00,0.00,-379.17,0.00,0.00,0.00,0.00,1,pix,,0.00,2023-12-14T16:35:24.000-03:00,,,,,,,BRL,"""[]""",42909644145,custom,2000007151635170,,"""{""official_store_id"":null}""",0.00,,,pix,MLB1346937656,,,Mercado Libre, ,79139.27,,,"""""""Bebedouro Refrigerador Industrial Inox 50 Litros C/ Filtro"""""""
66,2024-01-11T19:40:54.000-03:00,68793779266,2000007154320942,release,payment,2212.75,0.00,2650.00,0.00,-437.25,0.00,0.00,0.00,0.00,1,master,,0.00,2023-12-14T20:39:55.000-03:00,,,,,,,BRL,"""[]""",42910932406,custom,2000007154320942,,"""{""official_store_id"":null}""",0.00,,552640,,MLB3428434259,,,Mercado Libre, ,81352.02,,,"""""""Bebedouro Industrial 100  - Ideal P Academia Escolas Igrejas"""""""
67,2024-01-11T21:03:55.000-03:00,68593900135,2000007153221804,release,payment,785.61,0.00,785.61,0.00,0.00,0.00,0.00,0.00,0.00,1,available_money,,0.00,2023-12-14T22:02:52.000-03:00,,,,,,,BRL,"""[]""",42910462450,custom,2000007153221804,,"""{""official_store_id"":null}""",0.00,,,,MLB1346937656,,,Mercado Libre, ,82137.63,,,"""""""Bebedouro Refrigerador Industrial Inox 50 Litros C/ Filtro"""""""
68,2024-01-11T21:05:51.000-03:00,68785394004,2000007153221804,release,payment,1133.22,0.00,1512.39,0.00,-379.17,0.00,0.00,0.00,0.00,1,pix,,0.00,2023-12-14T22:02:55.000-03:00,,,,,,,BRL,"""[]""",42910462450,custom,2000007153221804,,"""{""official_store_id"":null}""",0.00,,,pix,MLB1346937656,,,Mercado Libre, ,83270.85,,,"""""""Bebedouro Refrigerador Industrial Inox 50 Litros C/ Filtro"""""""
69,2024-01-12T05:50:55.000-03:00,1029656679112,,release,asset_management,25.44,0.00,25.44,0.00,0.00,0.00,0.00,0.00,0.00,1,available_money,,0.00,2024-01-12T05:50:55.000-03:00,,,,,,,BRL,"""[]""",,,,,"""{}""",0.00,,,,,,,,,83296.29,,,
70,2024-01-12T14:08:37.000-03:00,68838670702,2000007160972106,release,payment,2246.15,0.00,2690.00,0.00,-443.85,0.00,0.00,0.00,0.00,1,master,,0.00,2023-12-15T15:06:53.000-03:00,,,,,,,BRL,"""[]""",42930566083,custom,2000007160972106,,"""{""official_store_id"":null}""",0.00,,552693,,MLB3517277315,,,Mercado Libre, ,85542.44,,,"""""""Bebedouro De Ãgua 100 Litros AÃ§o InoxidÃ¡vel Coluna 100l"""""""
71,2024-01-12T14:10:37.000-03:00,68838946318,2000007161001140,release,payment,2246.15,0.00,2690.00,0.00,-443.85,0.00,0.00,0.00,0.00,1,master,,0.00,2023-12-15T15:11:36.000-03:00,,,,,,,BRL,"""[]""",42930568507,custom,2000007161001140,,"""{""official_store_id"":null}""",0.00,,523431,,MLB3517277315,,,Mercado Libre, ,87788.59,,,"""""""Bebedouro De Ãgua 100 Litros AÃ§o InoxidÃ¡vel Coluna 100l"""""""
72,2024-01-12T14:55:17.000-03:00,68841571210,2000007161402530,release,payment,2212.75,0.00,2650.00,0.00,-437.25,0.00,0.00,0.00,0.00,1,pix,,0.00,2023-12-15T15:54:44.000-03:00,,,,,,,BRL,"""[]""",42913993366,custom,2000007161402530,,"""{""official_store_id"":null}""",0.00,,,pix,MLB3428434259,,,Mercado Libre, ,90001.34,,,"""""""Bebedouro Industrial 100  - Ideal P Academia Escolas Igrejas"""""""
73,2024-01-12T15:05:33.000-03:00,68650351271,2000007161484188,release,payment,2212.75,0.00,2650.00,0.00,-437.25,0.00,0.00,0.00,0.00,1,master,,0.00,2023-12-15T16:04:06.000-03:00,,,,,,,BRL,"""[]""",42913902803,custom,2000007161484188,,"""{""official_store_id"":null}""",0.00,,230650,,MLB3428434259,,,Mercado Libre, ,92214.09,,,"""""""Bebedouro Industrial 100  - Ideal P Academia Escolas Igrejas"""""""
74,2024-01-13T11:06:01.000-03:00,68771585994,2000007150962310,release,reserve_for_dispute,2212.75,0.00,2212.75,0.00,0.00,0.00,0.00,0.00,0.00,10,master,,0.00,2024-01-13T11:06:01.000-03:00,,,,,,,BRL,"""[]""",42909349005,custom,2000007150962310,,"""{""official_store_id"":null}""",0,,546997,,MLB3428434259,,,Mercado Libre, ,94426.84,,,"""""""Bebedouro Industrial 100  - Ideal P Academia Escolas Igrejas"""""""
75,2024-01-13T12:59:21.000-03:00,68394152777,2000007119681488,release,payment,1918.83,0.00,2298.00,0.00,-379.17,0.00,0.00,0.00,0.00,1,master,,0.00,2023-12-11T15:59:48.000-03:00,,,,,,,BRL,"""[]""",42895883435,custom,2000007119681488,,"""{""official_store_id"":null}""",0.00,,554612,,MLB1346937656,,,Mercado Libre, ,96345.67,,,"""""""Bebedouro Refrigerador Industrial Inox 50 Litros C/ Filtro"""""""
76,2024-01-15T05:11:13.000-03:00,1029681523533,,release,asset_management,28.25,0.00,28.25,0.00,0.00,0.00,0.00,0.00,0.00,1,available_money,,0.00,2024-01-15T05:11:13.000-03:00,,,,,,,BRL,"""[]""",,,,,"""{}""",0.00,,,,,,,,,96373.92,,,
77,2024-01-15T08:45:36.000-03:00,68803254191,2000007183645750,release,reserve_for_dispute,0.00,1856.73,-1856.73,0.00,0.00,0.00,0.00,0.00,0.00,1,available_money,,0.00,2024-01-15T08:45:36.000-03:00,,,,,,,BRL,"""[]""",42923132481,custom,2000007183645750,,"""{""official_store_id"":null}""",0,,,,MLB3381277323,,,Mercado Libre, ,94517.19,,,"""""""Bebedouro Refrigerador Industrial Inox 50 Litros C/ Filtro"""""""
78,2024-01-15T08:47:29.000-03:00,68803254191,2000007183645750,release,payment,1856.73,0.00,2098.00,0.00,-241.27,0.00,0.00,0.00,0.00,1,available_money,,0.00,2023-12-18T09:46:27.000-03:00,,,,,,,BRL,"""[]""",42923132481,custom,2000007183645750,,"""{""official_store_id"":null}""",0.00,,,,MLB3381277323,,,Mercado Libre, ,96373.92,,,"""""""Bebedouro Refrigerador Industrial Inox 50 Litros C/ Filtro"""""""
79,2024-01-15T15:35:02.000-03:00,,,available_balance,pre_payout_70647301048,96373.92,0.00,96373.92,0.00,0.00,0.00,0.00,0.00,0.00,1,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,96373.92,,,
80,2024-01-15T15:35:05.000-03:00,70647301048,,release,reserve_for_payout,0.00,30000.00,-30000.00,0.00,0.00,0.00,0.00,0.00,0.00,1,available_money,,0.00,2024-01-15T15:35:05.000-03:00,,,,,,,BRL,"""[]""",,,,,"""{}""",0,,,,,,,,,66373.92,,,
81,2024-01-15T15:35:08.000-03:00,70647301048,,release,reserve_for_payout,30000.00,0.00,30000.00,0.00,0.00,0.00,0.00,0.00,0.00,1,available_money,,0.00,2024-01-15T15:35:08.000-03:00,,,,,,,BRL,"""[]""",,,,,"""{}""",0,,,,,,,,,96373.92,,,
82,2024-01-15T15:35:08.000-03:00,70647301048,,release,payout,0.00,30000.00,-30000.00,0.00,0.00,0.00,0.00,0.00,0.00,1,available_money,,0.00,2024-01-15T15:35:08.000-03:00,,,,,,,BRL,"""[]""",,,,,"""{}""",0.00,,,,,,,,,66373.92,00998944,,
83,2024-01-15T15:35:11.000-03:00,,,available_balance,post_payout_70647301048,66373.92,0.00,66373.92,0.00,0.00,0.00,0.00,0.00,0.00,1,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,66373.92,,,
84,2024-01-16T03:30:04.000-03:00,68994727940,2000007183526084,release,payment,777.87,0.00,777.87,0.00,0.00,0.00,0.00,0.00,0.00,1,available_money,,0.00,2023-12-19T04:29:49.000-03:00,,,,,,,BRL,"""[]""",42923073821,custom,2000007183526084,,"""{""official_store_id"":null}""",0.00,,,,MLB3491287977,,,Mercado Libre, ,67151.79,,,"""""""Bebedouro De Ãgua 100 Litros AÃ§o InoxidÃ¡vel Coluna 100l"""""""
85,2024-01-16T03:30:21.000-03:00,68994695300,2000007183526084,release,payment,1468.28,0.00,1912.13,0.00,-443.85,0.00,0.00,0.00,0.00,1,bolbradesco,,0.00,2023-12-19T04:29:49.000-03:00,,,,,,,BRL,"""[]""",42923073821,custom,2000007183526084,,"""{""official_store_id"":null}""",0.00,,,,MLB3491287977,,,Mercado Libre, ,68620.07,,,"""""""Bebedouro De Ãgua 100 Litros AÃ§o InoxidÃ¡vel Coluna 100l"""""""
86,2024-01-16T03:45:20.000-03:00,68976484602,2000007179704160,release,payment,2246.15,0.00,2690.00,0.00,-443.85,0.00,0.00,0.00,0.00,1,bolbradesco,,0.00,2023-12-19T04:44:06.000-03:00,,,,,,,BRL,"""[]""",42921655492,custom,2000007179704160,,"""{""official_store_id"":null}""",0.00,,,,MLB3491287977,,,Mercado Libre, ,70866.22,,,"""""""Bebedouro De Ãgua 100 Litros AÃ§o InoxidÃ¡vel Coluna 100l"""""""
87,2024-01-16T04:58:59.000-03:00,1029713936926,,release,asset_management,32.69,0.00,32.69,0.00,0.00,0.00,0.00,0.00,0.00,1,available_money,,0.00,2024-01-16T04:58:59.000-03:00,,,,,,,BRL,"""[]""",,,,,"""{}""",0.00,,,,,,,,,70898.91,,,
88,2024-01-16T05:05:50.000-03:00,68987110642,2000007181991142,release,payment,1918.83,0.00,2298.00,0.00,-379.17,0.00,0.00,0.00,0.00,1,pix,,0.00,2023-12-19T06:10:01.000-03:00,,,,,,,BRL,"""[]""",42922568134,custom,2000007181991142,,"""{""official_store_id"":null}""",0.00,,,pix,MLB1346937656,,,Mercado Libre, ,72817.74,,,"""""""Bebedouro Refrigerador Industrial Inox 50 Litros C/ Filtro"""""""
89,2024-01-16T08:30:30.000-03:00,69056740054,2000007193661352,release,payment,10.58,0.00,10.58,0.00,0.00,0.00,0.00,0.00,0.00,1,available_money,,0.00,2023-12-19T09:30:56.000-03:00,,,,,,,BRL,"""[]""",42927362147,custom,2000007193661352,,"""{""official_store_id"":null}""",0.00,,,,MLB3428434259,,,Mercado Libre, ,72828.32,,,"""""""Bebedouro Industrial 100  - Ideal P Academia Escolas Igrejas"""""""
90,2024-01-16T08:30:33.000-03:00,69056753862,2000007193661352,release,payment,2202.17,0.00,2639.42,0.00,-437.25,0.00,0.00,0.00,0.00,1,master,,0.00,2023-12-19T09:31:00.000-03:00,,,,,,,BRL,"""[]""",42927362147,custom,2000007193661352,,"""{""official_store_id"":null}""",0.00,,544731,,MLB3428434259,,,Mercado Libre, ,75030.49,,,"""""""Bebedouro Industrial 100  - Ideal P Academia Escolas Igrejas"""""""
91,2024-01-16T10:31:36.000-03:00,69064090558,2000007196481864,release,reserve_for_dispute,0.00,2246.15,-2246.15,0.00,0.00,0.00,0.00,0.00,0.00,10,amex,,0.00,2024-01-16T10:31:36.000-03:00,,,,,,,BRL,"""[]""",42928711056,custom,2000007196481864,,"""{""official_store_id"":null}""",0,,374769,,MLB3491287977,,,Mercado Libre, ,72784.34,,,"""""""Bebedouro De Ãgua 100 Litros AÃ§o InoxidÃ¡vel Coluna 100l"""""""
92,2024-01-16T10:33:40.000-03:00,69064090558,2000007196481864,release,payment,2246.15,0.00,2690.00,0.00,-443.85,0.00,0.00,0.00,0.00,1,amex,,0.00,2023-12-19T11:31:14.000-03:00,,,,,,,BRL,"""[]""",42928711056,custom,2000007196481864,,"""{""official_store_id"":null}""",0.00,,374769,,MLB3491287977,,,Mercado Libre, ,75030.49,,,"""""""Bebedouro De Ãgua 100 Litros AÃ§o InoxidÃ¡vel Coluna 100l"""""""
93,2024-01-17T03:38:19.000-03:00,1029738672069,,release,asset_management,25.45,0.00,25.45,0.00,0.00,0.00,0.00,0.00,0.00,1,available_money,,0.00,2024-01-17T03:38:19.000-03:00,,,,,,,BRL,"""[]""",,,,,"""{}""",0.00,,,,,,,,,75055.94,,,
94,2024-01-17T10:23:44.000-03:00,68803254191,2000007183645750,release,refund,241.27,0.00,0.00,0.00,241.27,0.00,0.00,0.00,0.00,1,available_money,,0.00,2024-01-17T10:23:44.000-03:00,,,,,,,BRL,"""[]""",42923132481,custom,2000007183645750,,"""{""official_store_id"":null}""",0.00,,,,MLB3381277323,,,Mercado Libre, ,75297.21,,,"""""""Bebedouro Refrigerador Industrial Inox 50 Litros C/ Filtro"""""""
95,2024-01-17T10:23:46.000-03:00,68803254191,2000007183645750,release,mediation,0.00,2098.00,-2098.00,0.00,0.00,0.00,0.00,0.00,0.00,1,available_money,,0.00,2024-01-17T10:23:46.000-03:00,,,,,,,BRL,"""[]""",42923132481,custom,2000007183645750,,"""{""official_store_id"":null}""",0.00,,,,MLB3381277323,,,Mercado Libre, ,73199.21,,,"""""""Bebedouro Refrigerador Industrial Inox 50 Litros C/ Filtro"""""""
96,2024-01-17T10:23:46.000-03:00,68803254191,2000007183645750,release,reserve_for_dispute,0.00,2098.00,-2098.00,0.00,0.00,0.00,0.00,0.00,0.00,1,available_money,,0.00,2024-01-17T10:23:46.000-03:00,,,,,,,BRL,"""[]""",42923132481,custom,2000007183645750,,"""{""official_store_id"":null}""",0,,,,MLB3381277323,,,Mercado Libre, ,71101.21,,,"""""""Bebedouro Refrigerador Industrial Inox 50 Litros C/ Filtro"""""""
97,2024-01-17T10:23:46.000-03:00,68803254191,2000007183645750,release,reserve_for_dispute,2098.00,0.00,2098.00,0.00,0.00,0.00,0.00,0.00,0.00,1,available_money,,0.00,2024-01-17T10:23:46.000-03:00,,,,,,,BRL,"""[]""",42923132481,custom,2000007183645750,,"""{""official_store_id"":null}""",0,,,,MLB3381277323,,,Mercado Libre, ,73199.21,,,"""""""Bebedouro Refrigerador Industrial Inox 50 Litros C/ Filtro"""""""
98,2024-01-17T10:25:06.000-03:00,68803254191,2000007183645750,release,reserve_for_dispute,1856.73,0.00,1856.73,0.00,0.00,0.00,0.00,0.00,0.00,1,available_money,,0.00,2024-01-17T10:25:06.000-03:00,,,,,,,BRL,"""[]""",42923132481,custom,2000007183645750,,"""{""official_store_id"":null}""",0,,,,MLB3381277323,,,Mercado Libre, ,75055.94,,,"""""""Bebedouro Refrigerador Industrial Inox 50 Litros C/ Filtro"""""""
99,2024-01-17T16:55:43.000-03:00,,,available_balance,pre_payout_70571831223,75055.94,0.00,75055.94,0.00,0.00,0.00,0.00,0.00,0.00,1,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,75055.94,,,
100,2024-01-17T16:55:46.000-03:00,70571831223,,release,reserve_for_payout,0.00,20000.00,-20000.00,0.00,0.00,0.00,0.00,0.00,0.00,1,available_money,,0.00,2024-01-17T16:55:46.000-03:00,,,,,,,BRL,"""[]""",,,,,"""{}""",0,,,,,,,,,55055.94,,,
101,2024-01-17T16:55:48.000-03:00,70571831223,,release,reserve_for_payout,20000.00,0.00,20000.00,0.00,0.00,0.00,0.00,0.00,0.00,1,available_money,,0.00,2024-01-17T16:55:48.000-03:00,,,,,,,BRL,"""[]""",,,,,"""{}""",0,,,,,,,,,75055.94,,,
102,2024-01-17T16:55:48.000-03:00,70571831223,,release,payout,0.00,20000.00,-20000.00,0.00,0.00,0.00,0.00,0.00,0.00,1,available_money,,0.00,2024-01-17T16:55:48.000-03:00,,,,,,,BRL,"""[]""",,,,,"""{}""",0.00,,,,,,,,,55055.94,345617,,
103,2024-01-17T16:55:51.000-03:00,,,available_balance,post_payout_70571831223,55055.94,0.00,55055.94,0.00,0.00,0.00,0.00,0.00,0.00,1,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,55055.94,,,
104,2024-01-17T17:08:00.000-03:00,,,available_balance,pre_payout_70774673380,55055.94,0.00,55055.94,0.00,0.00,0.00,0.00,0.00,0.00,1,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,55055.94,,,
105,2024-01-17T17:08:03.000-03:00,70774673380,,release,reserve_for_payout,0.00,20000.00,-20000.00,0.00,0.00,0.00,0.00,0.00,0.00,1,available_money,,0.00,2024-01-17T17:08:03.000-03:00,,,,,,,BRL,"""[]""",,,,,"""{}""",0,,,,,,,,,35055.94,,,
106,2024-01-17T17:08:05.000-03:00,70774673380,,release,reserve_for_payout,20000.00,0.00,20000.00,0.00,0.00,0.00,0.00,0.00,0.00,1,available_money,,0.00,2024-01-17T17:08:05.000-03:00,,,,,,,BRL,"""[]""",,,,,"""{}""",0,,,,,,,,,55055.94,,,
107,2024-01-17T17:08:05.000-03:00,70774673380,,release,payout,0.00,20000.00,-20000.00,0.00,0.00,0.00,0.00,0.00,0.00,1,available_money,,0.00,2024-01-17T17:08:05.000-03:00,,,,,,,BRL,"""[]""",,,,,"""{}""",0.00,,,,,,,,,35055.94,00998944,,
108,2024-01-17T17:08:08.000-03:00,,,available_balance,post_payout_70774673380,35055.94,0.00,35055.94,0.00,0.00,0.00,0.00,0.00,0.00,1,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,35055.94,,,
109,2024-01-17T17:09:38.000-03:00,,,available_balance,pre_payout_70774841272,35055.94,0.00,35055.94,0.00,0.00,0.00,0.00,0.00,0.00,1,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,35055.94,,,
110,2024-01-17T17:09:41.000-03:00,70774841272,,release,reserve_for_payout,0.00,20000.00,-20000.00,0.00,0.00,0.00,0.00,0.00,0.00,1,available_money,,0.00,2024-01-17T17:09:41.000-03:00,,,,,,,BRL,"""[]""",,,,,"""{}""",0,,,,,,,,,15055.94,,,
111,2024-01-17T17:09:43.000-03:00,70774841272,,release,reserve_for_payout,20000.00,0.00,20000.00,0.00,0.00,0.00,0.00,0.00,0.00,1,available_money,,0.00,2024-01-17T17:09:43.000-03:00,,,,,,,BRL,"""[]""",,,,,"""{}""",0,,,,,,,,,35055.94,,,
112,2024-01-17T17:09:43.000-03:00,70774841272,,release,payout,0.00,20000.00,-20000.00,0.00,0.00,0.00,0.00,0.00,0.00,1,available_money,,0.00,2024-01-17T17:09:43.000-03:00,,,,,,,BRL,"""[]""",,,,,"""{}""",0.00,,,,,,,,,15055.94,00998944,,
113,2024-01-17T17:09:46.000-03:00,,,available_balance,post_payout_70774841272,15055.94,0.00,15055.94,0.00,0.00,0.00,0.00,0.00,0.00,1,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,15055.94,,,
114,2024-01-18T08:54:46.000-03:00,1029774468927,,release,asset_management,25.46,0.00,25.46,0.00,0.00,0.00,0.00,0.00,0.00,1,available_money,,0.00,2024-01-18T08:54:46.000-03:00,,,,,,,BRL,"""[]""",,,,,"""{}""",0.00,,,,,,,,,15081.40,,,
115,2024-01-19T04:12:30.000-03:00,1029793626381,,release,asset_management,5.12,0.00,5.12,0.00,0.00,0.00,0.00,0.00,0.00,1,available_money,,0.00,2024-01-19T04:12:30.000-03:00,,,,,,,BRL,"""[]""",,,,,"""{}""",0.00,,,,,,,,,15086.52,,,
116,2024-01-19T18:51:32.000-03:00,,,available_balance,pre_payout_70699492913,15086.52,0.00,15086.52,0.00,0.00,0.00,0.00,0.00,0.00,1,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,15086.52,,,
117,2024-01-19T18:51:35.000-03:00,70699492913,,release,reserve_for_payout,0.00,15086.52,-15086.52,0.00,0.00,0.00,0.00,0.00,0.00,1,available_money,,0.00,2024-01-19T18:51:35.000-03:00,,,,,,,BRL,"""[]""",,,,,"""{}""",0,,,,,,,,,0.00,,,
118,2024-01-19T18:51:38.000-03:00,70699492913,,release,reserve_for_payout,15086.52,0.00,15086.52,0.00,0.00,0.00,0.00,0.00,0.00,1,available_money,,0.00,2024-01-19T18:51:38.000-03:00,,,,,,,BRL,"""[]""",,,,,"""{}""",0,,,,,,,,,15086.52,,,
119,2024-01-19T18:51:38.000-03:00,70699492913,,release,payout,0.00,15086.52,-15086.52,0.00,0.00,0.00,0.00,0.00,0.00,1,available_money,,0.00,2024-01-19T18:51:38.000-03:00,,,,,,,BRL,"""[]""",,,,,"""{}""",0.00,,,,,,,,,0.00,00998944,,
120,2024-01-19T18:51:41.000-03:00,,,available_balance,post_payout_70699492913,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,
121,2024-01-22T05:11:29.000-03:00,1029822641254,,release,asset_management,5.12,0.00,5.12,0.00,0.00,0.00,0.00,0.00,0.00,1,available_money,,0.00,2024-01-22T05:11:29.000-03:00,,,,,,,BRL,"""[]""",,,,,"""{}""",0.00,,,,,,,,,5.12,,,
122,2024-01-24T13:05:14.000-03:00,69064090558,2000007196481864,release,refund,443.85,0.00,0.00,0.00,443.85,0.00,0.00,0.00,0.00,10,amex,,0.00,2024-01-24T13:05:14.000-03:00,,,,,,,BRL,"""[]""",42928711056,custom,2000007196481864,,"""{""official_store_id"":null}""",0.00,,374769,,MLB3491287977,,,Mercado Libre, ,448.97,,,"""""""Bebedouro De Ãgua 100 Litros AÃ§o InoxidÃ¡vel Coluna 100l"""""""
